id,text
4167,total
4168,be send from
4169,be mat
4170,be turn in
4171,be turn
4172,would prey
4173,be raise
4174,be rescind
4175,be ban
4176,be strictly prohibit
4177,renew
4178,be also prohibit
4179,be need
4180,to breed
4181,to merely possess
4182,have overrule
4183,may have involve
4184,be domesticate
4185,to domesticate
4186,be write in
4187,to explain
4188,to chase
4189,can recognize
4190,may use
4191,inoculate intra - nasally
4192,[ be ] type [ of ]
4193,be re - isolate
4194,be transmit
4195,masked
4196,have attempt to classify
4197,ferret
4198,have result
4199,have impose
4200,would act spark
4201,would act
4202,drop off
4203,not prepare
4204,recreate
4205,may add
4206,may interfere
4207,may record
4208,do not allow
4209,can purchase
4210,may be sell
4211,must approve
4212,could because
4213,have the median lethal dose of
4214,be metabolize quickly
4215,test pure wormwood oil study
4216,be isolate
4217,go on to study
4218,be degenerate
4219,be not permit
4220,generally recognize
4221,have be test
4222,to act similarly
4223,may fire more easily can because
4224,have also of
4225,have question
4226,would not have be
4227,would have lead
4228,do not support
4229,could gain
4230,be convince
4231,be covertly undermine
4232,could win
4233,coveted
4234,be compare
4235,repeatedly refer
4236,oppose
4237,emerge as the main challenger gain
4238,could only be break
4239,counter this by try
4240,respond by continue
4241,preside
4242,[ be ] leader [ of ]
4243,have not learn
4244,rejoin
4245,quickly enter
4246,to confront
4247,[ be ] mp [ of ]
4248,refuse to step aside in clark 's favour force
4249,to step
4250,to rally
4251,win only win
4252,dwindle
4253,be endorse
4254,agree to serve
4255,could recover
4256,to call
4257,have put off ask
4258,have put off
4259,campaign
4260,have the party of
4261,have still of
4262,have debt of
4263,have also drop
4264,help divide help
4265,help divide
4266,in help
4267,of be
4268,accuse
4269,attack clark 's goal of the pc party regain
4270,be partially welcome
4271,have yet to hold
4272,to defeat easily
4273,have not commission
4274,have misjudge
4275,to lead
4276,quickly rescind
4277,ably serve
4278,have return
4279,be widely see
4280,be hurt
4281,be decisively reject
4282,continue to apply
4283,[ be ] center for
4284,serve routinely travel
4285,[ be ] become leader of
4286,to survive
4287,bow
4288,[ be ] former cabinet minister [ of ]
4289,to rely
4290,warn
4291,conservative
4292,angrily clash
4293,gradually earn
4294,be evolve
4295,to be hang
4296,need to keep
4297,phone clark to wish
4298,phone
4299,reportedly have
4300,[ be ] lead great [ of ]
4301,have be wholly isolate
4302,envelop
4303,do not translate
4304,be widely trust
4305,be instead replace
4306,would succeed
4307,have sign a controversial deal with red tory rival david orchard promise
4308,have be perceive
4309,never hat
4310,be respect
4311,continue to hold
4312,make to lead the progressive conservatives serve
4313,make to lead
4314,stand down
4315,sweep
4316,be recognize in
4317,do not resume
4318,[ be ] premier [ of ]
4319,sour
4320,be criticize
4321,work to promote
4322,work to resolve
4323,work to support
4324,work closely
4325,strike
4326,[ be ] president of
4327,have serve well
4328,unsuccessfully pursue
4329,be only
4330,be stick
4331,to predict
4332,in fail
4333,have assemble -PRON- entire caucus save
4334,be seriously challenge
4335,help sustain
4336,[ be ] married law student [ of ]
4337,have cause something of a fuss by keep
4338,be take up
4339,have pursue
4340,reverse on seek
4341,reverse
4342,unsuccessfully try to block
4343,unsuccessfully try
4344,otherwise agree
4345,manage to lure
4346,refuse to grant
4347,serve as a chief assistant to future
4348,serve in the office of federal opposition leader robert stanfield learn
4349,would not join
4350,to announce
4351,have join
4352,to support
4353,rally
4354,[ be ] a businessman [ from ]
4355,[ be ] a quebec businessman with
4356,to expand
4357,be offend
4358,to emerge
4359,gradually overtake
4360,gradually overtake mulroney to emerge
4361,openly criticize
4362,give a tepid endorsement call
4363,would not accept
4364,endorse conservative as individual say
4365,endorse other liberal say
4366,[ be ] endorse former leader [ of ]
4367,endorse former ndp leader ed broadbent say
4368,for dismiss
4369,serve well win
4370,[ be ] past leader [ of ]
4371,have defeat
4372,have choose
4373,attack -PRON- take
4374,to be appoint
4375,go on to win
4376,oust
4377,effectively skip
4378,have be defeat
4379,would not be
4380,to increase
4381,have build up
4382,to pull off
4383,could have be
4384,be slip
4385,announce clark 's victory with a headline give
4386,delight
4387,hang
4388,be the source of
4389,to accomplish
4390,have credit clark 's government with make
4391,have credit
4392,be debate
4393,to sit
4394,champion
4395,vigorously pursue
4396,undertake
4397,[ be ] sun cartoonist [ from ]
4398,be widely lampoon
4399,nominate to keep
4400,have mobilize to help
4401,have mobilize
4402,have up
4403,have be lay
4404,have regain
4405,generally have
4406,to shore up
4407,to stay on
4408,helm
4409,be swear in
4410,to regain
4411,be poise
4412,be judge
4413,qualify
4414,manage to hang on
4415,do not go
4416,continually promote
4417,would retake
4418,[ be ] successor [ of ]
4419,retire from politic side - step
4420,to be federally dominate
4421,to serve
4422,have promise to cut tax to stimulate
4423,have promise to cut
4424,have promise
4425,tout
4426,actually earn
4427,would work
4428,could not keep
4429,be appointment [ of ]
4430,to recommend
4431,have contribute significant fund deny
4432,have contribute significant fund to finance quebec delegate to vote
4433,have contribute significant fund to finance
4434,have contribute
4435,[ be ] entrepreneur [ from ]
4436,[ be ] politician [ from ]
4437,lead further
4438,spend time to improve
4439,would last
4440,[ be ] finance minister [ of ]
4441,famously describe
4442,[ be ] finance critic [ of ]
4443,do not approve
4444,propose a subamendment state
4445,have demand
4446,have correct
4447,can be apply
4448,[ be ] future biographer [ of ]
4449,work seriously consider
4450,rise quickly
4451,only win
4452,[ be ] progressive [ of ]
4453,make playing
4454,garner
4455,make thus win
4456,start 13 league game thus win
4457,[ be ] future team mate [ from ]
4458,play -PRON- solid performance earn
4459,play the whole match earn
4460,do not manage to make
4461,do not manage
4462,be recall
4463,start the next game earn
4464,start -PRON- career revert
4465,lead -PRON- coach also compare
4466,preferred
4467,also do
4468,go on to make away
4469,to have start
4470,score
4471,make play
4472,[ be ] former head coach [ from ]
4473,have also become
4474,after sustain
4475,injure
4476,before move
4477,start out
4478,be call up
4479,to orbit
4480,be downwind
4481,slow dramatically
4482,downwind
4483,extend outward
4484,to behave
4485,be orbit
4486,be away
4487,[ be ] a bright star [ of ]
4488,have % of
4489,flow outwards
4490,may exist
4491,have the angular momentum for
4492,redefine
4493,probably birth
4494,consist mostly
4495,gravitationally attract
4496,merge leave
4497,may have exist
4498,can not be
4499,assert discover
4500,to have be affect
4501,consider term
4502,have [ number of ] know satellite
4503,can be roughly divide
4504,be not know
4505,will transmit
4506,shield
4507,fund
4508,have a perihelion of
4509,attempt to convey
4510,be tilt
4511,to consist overwhelmingly
4512,could not grow
4513,form further out
4514,to capture
4515,congregate
4516,never become
4517,could have migrate
4518,could have form
4519,partially shield
4520,be be replenish
4521,would prevent
4522,have be detect
4523,terminate
4524,to have cross
4525,be compose mainly
4526,capitalize
4527,be commonly render
4528,be historically
4529,orbit directly
4530,orbit indirectly
4531,overlap
4532,to have be eject
4533,consider describe
4534,to be merely
4535,classify
4536,mostly contain
4537,compose mostly
4538,have be round
4539,be probably produce
4540,be prevent
4541,be strip off
4542,stand out
4543,to gradually bleed
4544,charge
4545,create see
4546,compris
4547,be also primarily compose
4548,could condense
4549,to originate
4550,may originate
4551,be categorise
4552,be a factor in
4553,could disrupt
4554,could perturb body produce
4555,could perturb
4556,could also interfere
4557,have speculate
4558,may have adversely affect
4559,dominate gravitationally
4560,have the remain mass for
4561,account together
4562,have total mass of
4563,together comprise
4564,be likely affect
4565,be bluntly shape
4566,travel more quickly
4567,to surround
4568,to be compose
4569,exert
4570,can be perturb
4571,be compose mostly
4572,have melt
4573,do not place
4574,may be discover
4575,would have the sun of
4576,would have then of
4577,be scale
4578,pepper
4579,informally divide
4580,have aphelion
4581,be reclassify
4582,be classify in
4583,have out of
4584,have venus of
4585,be out
4586,be farth out
4587,have be make
4588,have be observe
4589,have be alter
4590,mostly radiate
4591,permeate out
4592,disturb
4593,have atmosphere substantial enough
4594,have atmosphere substantial enough to generate
4595,to begin
4596,equal
4597,will last
4598,be shape
4599,be not precisely define
4600,encompass
4601,to extend up
4602,have range
4603,round
4604,have a 3:2 resonance with neptune meaning
4605,will occur
4606,have be entirely convert
4607,will mark
4608,will expand
4609,to vaporize
4610,to render
4611,will burn
4612,to commence
4613,will form
4614,enrich
4615,sort
4616,have not be image
4617,be likely form
4618,be probably create
4619,permanently turn
4620,be rotate counter - clockwise
4621,[ be ] philosopher [ from ]
4622,govern
4623,be govern
4624,have enable
4625,be categorize
4626,freely travel
4627,term
4628,be encircle
4629,have the mass know of
4630,collectively make up
4631,have confirm satellite compose of ice of
4632,compose largely
4633,be interact
4634,have occur
4635,oversee
4636,be affiliate with
4637,be affiliate
4638,be stop
4639,primarily use
4640,go to follow
4641,regularly play
4642,may be score directly
4643,have traditionally be associate
4644,be organise in
4645,be organise
4646,have stop
4647,may be levy
4648,will deduct
4649,would be award
4650,have be forfeit
4651,have forfeit
4652,constitute
4653,gain point depend
4654,be declare
4655,may be promote
4656,have cross
4657,do not specify
4658,to pass
4659,dispossess
4660,may be arrange
4661,can switch
4662,typically spend
4663,may have be play
4664,pave
4665,look forward to the time have
4666,may sit
4667,look forward
4668,must confess
4669,may state
4670,be strategically place
4671,be position
4672,must have apart of
4673,be not require
4674,more commonly know
4675,be generally contest
4676,also to play
4677,supplement
4678,be administer solely
4679,be formulate
4680,fall easily
4681,help reduce tension between rebel force in 2007 by play
4682,help reduce
4683,help reduce tension between government force in 2007 by play
4684,help secure
4685,degenerate
4686,exacerbate
4687,enforce good conduct in wide aspect of the game deal
4688,normally associate
4689,may result
4690,to have resemble
4691,more handling
4692,compete to get
4693,compete thereby score
4694,be the winner if
4695,outlaw
4696,may have also be
4697,from field
4698,be play at
4699,have allow
4700,be form in
4701,would adhere
4702,spur
4703,may end
4704,may invoke
4705,may go
4706,know officially
4707,kick
4708,be only use
4709,not make up
4710,have be codify
4711,southbound northbound
4712,be open in
4713,have v dc third rail of
4714,propose to increase
4715,propose use
4716,propose to electrify
4717,have not be back
4718,have agree to replace
4719,have agree to withdraw
4720,[ be ] train builder [ from ]
4721,be agree
4722,be generally operate
4723,have be discover
4724,do not show
4725,be hardly know
4726,have traditionally be summarize
4727,only recognize
4728,be subsume
4729,be predominantly
4730,have debilitate
4731,can come
4732,seek by sequencing
4733,be keep
4734,have world beef production of
4735,have the international trade of
4736,can grow
4737,rest
4738,instead press
4739,be reduce
4740,digest directly
4741,be group
4742,be exclude
4743,be well protect
4744,can reach
4745,be curve
4746,cause mainly
4747,be thus
4748,lead e.g.
4749,have colonize
4750,probably lead
4751,never get
4752,even appear
4753,can discern
4754,can deliver
4755,also live
4756,be discharge
4757,can only be find
4758,be miss
4759,have progress
4760,whereby be rechew break down
4761,whereby be regurgitate break down
4762,be mixed
4763,lump together to form
4764,lump together
4765,be regurgitate
4766,be squeeze out
4767,to break down
4768,be chew slowly
4769,to mix
4770,would find
4771,be bear approximately equally
4772,can recognize ferae
4773,more closely related
4774,draw up
4775,ferae
4776,differ significantly
4777,also exist
4778,have only be explore
4779,can be represent
4780,have a polygynous mating behavior meaning
4781,pair
4782,summarize
4783,displace
4784,only use
4785,have drive
4786,have introduce worldwide
4787,postulate
4788,coin
4789,[ be ] zoologist [ from ]
4790,be have be describe in
4791,be therefore focused have be describe
4792,to confirm
4793,can shed
4794,live up
4795,die out
4796,confine
4797,develop the stag - like end weapon emerge
4798,be spread
4799,have largely remain
4800,be bony
4801,do not recognize
4802,be settle
4803,compare
4804,be widely accept
4805,be couple
4806,can be locate
4807,have be bring
4808,can spread
4809,be severely decimate
4810,may run
4811,be make of
4812,worn
4813,[ be ] professor at
4814,hypothesize
4815,may cover large distance to obtain
4816,may cover
4817,can serve for posture battle
4818,be equip
4819,primarily serve
4820,be least pronounce
4821,phenotypically have
4822,probably evolve
4823,have be hunt
4824,have domesticate
4825,be use around
4826,rely heavily
4827,be heavily callused
4828,include alpaca
4829,be hotly debate
4830,be well adapt
4831,have a very flexible body contribute
4832,regularly attend
4833,[ be ] opposite fellow [ of ]
4834,know predominantly
4835,[ be ] doctor [ of ]
4836,also conduct
4837,for become
4838,be perhaps best know
4839,have reprise
4840,broadcast
4841,letzte
4842,have refuse
4843,[ be ] general [ from ]
4844,must leave
4845,can kill
4846,set out to rescue
4847,enter the huron village to rescue
4848,[ be ] medicine man [ from ]
4849,withstand
4850,be stalk
4851,to heal
4852,to approach
4853,untie
4854,publish a six - issue mini - series to start off
4855,forget
4856,could amuse
4857,conceive the idea visit
4858,escort
4859,usually pronounce
4860,longue
4861,have to talk
4862,be primarily set
4863,guard
4864,[ be ] name [ from ]
4865,[ be ] the sage of
4866,vanquish
4867,reaffirm
4868,prophesie
4869,be heavily influence
4870,besiege
4871,to reinforce
4872,command
4873,be the daughter of
4874,[ be ] second wife [ of ]
4875,refuse to send
4876,send south to fort edward request
4877,send south
4878,should negotiate
4879,be be carry
4880,[ be ] 14th earl of
4881,[ be ] a naive teacher [ of ]
4882,unaccompanied
4883,be guide
4884,[ be ] a scout for
4885,roam
4886,secretly ally
4887,offer to spare
4888,sentence
4889,leave the area disturb
4890,be capture
4891,may have imagine
4892,have term
4893,anger
4894,have be base
4895,dictate
4896,notably deride
4897,re - write a small section of the last of the mohicans claim
4898,re - write
4899,have be select
4900,follow -PRON- to observe
4901,to confuse
4902,help spread
4903,to deliver
4904,have influence
4905,have come
4906,array
4907,battle
4908,be outnumber
4909,be scout
4910,på
4911,can fend off
4912,would potentially increase
4913,be be diagnose
4914,induce
4915,do not feature
4916,can be differentiate
4917,be forbid
4918,deem
4919,emotionally distance
4920,explicitly allow
4921,have the age of
4922,do not exceed
4923,be examine
4924,of give
4925,be drug
4926,shocked
4927,plead to cease
4928,plead
4929,march together demand
4930,march together
4931,clamp
4932,to propose
4933,be raise to
4934,be a student of
4935,to engage
4936,may also make
4937,have originally of
4938,have time at
4939,exist e.g.
4940,can influence
4941,to reveal
4942,have show reluctance to accept evidence of young age of marriage dismiss
4943,to punish
4944,to suppress
4945,reasonably believe
4946,normally apply
4947,wish to gain
4948,be enter
4949,be hold as
4950,successfully petition
4951,be break in
4952,be the ceremonial head of
4953,[ be ] the ceremonial head of
4954,be grant in
4955,to hold
4956,be specifically award
4957,recognise officially
4958,by submit
4959,have be hold
4960,have be create
4961,submit
4962,have absorb
4963,not to have apart
4964,reconfirm
4965,have be abolish
4966,to elevate
4967,be gazette
4968,anciently use
4969,be accept
4970,also use
4971,resolve to use
4972,welcome
4973,have be know informally
4974,have city status of
4975,have present day northern ireland of
4976,do not explicitly receive
4977,have be apply
4978,be recognise
4979,officially hold
4980,decide to appoint charter trustee to maintain
4981,decide to appoint
4982,do not do
4983,apparently only become
4984,instruct
4985,to refer
4986,be designate in
4987,be receive
4988,fortify
4989,have a traditional list of
4990,be officially
4991,be overturn
4992,to refuse
4993,cut off
4994,[ be ] mp for
4995,may otherwise have make
4996,not to pursue any further
4997,be not see
4998,summarise
4999,have be dispute
5000,have be regard
5001,have doubt
5002,clearly have
5003,historically to be grant
5004,have never be call
5005,be confirm in
5006,start refer
5007,have elevate
5008,begin informally to use
5009,begin informally
5010,petition
5011,be recognise in
5012,to regularise
5013,be entitle
5014,be officially designate
5015,abolish
5016,to rename
5017,be not retain
5018,would be not unnaturally resent
5019,wish to obtain
5020,be only recommend
5021,reorganise
5022,be replace with
5023,stirling
5024,have be designate since
5025,have be designate
5026,be refuse
5027,to matriculate
5028,effectively block
5029,lodge
5030,be reform
5031,to be grant
5032,unsuccessfully enter
5033,join chelsea in have
5034,join kensington in have
5035,join kingston - upon - thames in have
5036,be continue
5037,lay down
5038,be refuse in
5039,to approve
5040,have of have
5041,confer
5042,have be obtain
5043,effect
5044,neither constitute
5045,should ordinarily be regard
5046,not designate
5047,to submit
5048,recover
5049,have be award
5050,be issue
5051,even take
5052,to cover wide
5053,therefore could not petition
5054,to claim
5055,be confer
5056,be recognise that be
5057,submit a memorial seeking
5058,be celebrate in
5059,be confer in
5060,be effectively
5061,be traditionally give
5062,also grant -PRON- by issue
5063,also grant
5064,have deprive
5065,have be issue
5066,may be append
5067,can not legitimately call
5068,interpret
5069,[ be ] place pope [ of ]
5070,essentialized
5071,be announce in
5072,propagate
5073,[ be ] the name of
5074,decry
5075,launch a warsaw pact - wide campaign pull
5076,launch a warsaw pact - wide campaign villainiz
5077,try to create
5078,may skeletonize
5079,to withstand
5080,infect
5081,be eradicate
5082,become establish
5083,increase dramatically
5084,be infest
5085,be drop
5086,remain pest
5087,blow
5088,be document
5089,can lay
5090,be deposit
5091,humped
5092,be long
5093,to burrow
5094,may emerge to enter
5095,may emerge to continue
5096,may emerge
5097,so call
5098,pour
5099,can easily be confuse
5100,rapidly become
5101,effectively control
5102,only have
5103,resist
5104,be continually recast
5105,[ be ] a literary scholar [ from ]
5106,admit to have
5107,be directly derive
5108,see many parallel between the two story include -PRON- reference to rise petal and sport argue
5109,[ be ] 's lawyer of
5110,just to leave
5111,write a poem name lilith ( лилит ) depict
5112,be touch
5113,have margot peters of
5114,have describe the show note
5115,have describe the show as generally have
5116,smoke
5117,have only live
5118,to like
5119,to summer
5120,never come
5121,want to know
5122,may consider reunite
5123,run to send
5124,to have want
5125,have translate
5126,even call
5127,be misstate
5128,have pick up
5129,have catch
5130,to have rap
5131,threaten to send
5132,threaten to turn
5133,[ be ] director victor [ from ]
5134,update
5135,to abandon -PRON- natural idiom infinitely docile
5136,can not indeed should not be
5137,to generate
5138,complicate
5139,be note
5140,to note
5141,try to let
5142,[ be ] biographer [ of ]
5143,after note
5144,meet -PRON- after lose
5145,will leave
5146,have intercourse
5147,want to preserve
5148,to be get
5149,cancel
5150,retell
5151,[ be ] scholar [ from ]
5152,[ be ] novelist [ from ]
5153,explain to humbert
5154,only associate
5155,do n't stand
5156,be haunt
5157,reconsider
5158,to preserve
5159,imagine
5160,be notable for
5161,be somehow prompt
5162,charcoal
5163,have be silence
5164,have note
5165,by not be
5166,can be only surmise
5167,objectify
5168,state play
5169,to consider
5170,hold write
5171,never occur
5172,to be write
5173,purport
5174,to edit
5175,be date
5176,to express
5177,be duly note
5178,challenge this reading of the production note
5179,[ be ] composer [ from ]
5180,silently dance
5181,stress
5182,also describe
5183,regard -PRON- as duplicate
5184,could be sell
5185,be intersperse
5186,be dub
5187,do want to draw
5188,do want
5189,[ be ] poet [ from ]
5190,"impose -PRON- "" dream turn"
5191,be closely involve
5192,to tell
5193,postpone
5194,secretly ejaculate
5195,to not be
5196,riddle
5197,[ be ] the very end of
5198,to seize
5199,be instruct
5200,substantially rewrite
5201,must marry
5202,drive lolita to summer
5203,agree to marry
5204,go to get
5205,confront -PRON- call
5206,can mail
5207,have just write
5208,get to know
5209,[ be ] famous singer [ from ]
5210,be savage
5211,notably predict
5212,to be take
5213,be owner of
5214,to love
5215,curse
5216,do n't become
5217,be delay
5218,must take
5219,prey
5220,be ask
5221,check out
5222,embark upon a frantic search to find
5223,embark upon a frantic search retrace
5224,'d be
5225,to track
5226,to seduce
5227,repeatedly quote
5228,also refer
5229,annotate
5230,have be note
5231,[ be ] own favorite poet [ of ]
5232,extract
5233,que
5234,fue
5235,literally translate
5236,be weave
5237,have accept
5238,can love
5239,excuse entirely write
5240,almost have
5241,deftly sketch
5242,study religiously
5243,have admit
5244,finish lolita after start
5245,intend to publish pseudonymously
5246,would tip off
5247,[ be ] translator [ of ]
5248,presume
5249,to rent
5250,fantasize molest
5251,fantasize
5252,offer to accommodate instead
5253,privately nickname
5254,would keep
5255,decide to marry
5256,do n't like have
5257,do n't like
5258,be have
5259,have come virtually
5260,to condone
5261,have permit to accept
5262,have permit
5263,into conniving
5264,have be seduce
5265,play up director philip dexter play
5266,play up
5267,on set
5268,be indirectly inspire
5269,have be read
5270,consequently show up to meet
5271,consequently show up
5272,also wear
5273,have read
5274,to notice
5275,have be omit
5276,beg
5277,rob
5278,be stricken
5279,be reunite
5280,almost forget
5281,find out
5282,'d put
5283,ca n't tell
5284,enroll -PRON- to give
5285,enroll
5286,be withdraw
5287,to participate after steal
5288,never give away
5289,be a student in
5290,write mainly
5291,be narrate
5292,unwittingly stretch
5293,be borrow
5294,verbatim
5295,go envy
5296,envy
5297,intend lolita drawing
5298,have not love
5299,promise to give
5300,expel
5301,only want
5302,try to make
5303,check
5304,work odd job before marry
5305,repeatedly ask
5306,know to find
5307,track
5308,for run
5309,for drive
5310,wish well
5311,take lolita rape
5312,retrieve lolita lie
5313,inquire
5314,wander
5315,excuse
5316,fantasize together
5317,to be stay
5318,will lose
5319,bribe
5320,forbid
5321,reluctantly grant
5322,to choose
5323,spend together
5324,quickly attain
5325,to imply
5326,would have choose
5327,onstage be
5328,threaten to castrate
5329,emerge at -PRON- mother 's leave ear calling
5330,squabble
5331,laugh
5332,drown
5333,take -PRON- revenge by drown
5334,[ be ] enemy [ of ]
5335,be criticise
5336,du
5337,et
5338,livre
5339,yet accept
5340,sermonize
5341,be therefore favor
5342,have pronounce
5343,take a sea voyage to consult
5344,excrete
5345,outwit
5346,worship
5347,[ be ] the god of
5348,befouls
5349,explore
5350,apply -PRON- in invent
5351,have study
5352,make try
5353,exactly render
5354,exclaim
5355,study diligently
5356,be halt
5357,rebuff
5358,nearly swallow
5359,accidentally fall
5360,drive back
5361,renommé
5362,fait
5363,commonly know
5364,faictz
5365,dipsode restitué
5366,slit
5367,nourish
5368,uncomprehendingly watch
5369,say also
5370,partake
5371,be not describe
5372,revise
5373,[ be ] father of
5374,horrifique
5375,be publish in
5376,be do for
5377,be illustrate
5378,admirably preserve
5379,intoxicate
5380,sew
5381,be explore
5382,stop wear
5383,will cheat
5384,egregiously reinterpret
5385,precede
5386,utter
5387,forthwith
5388,may have be form
5389,have be largely support
5390,chronicle
5391,defy
5392,pinpoint
5393,to feel
5394,stigmatize
5395,pickle
5396,be root
5397,be perpetually try to raise
5398,be perpetually try
5399,put bunter to distinguish
5400,would show
5401,actually appear
5402,be publish posthumously
5403,be reprint
5404,to rise
5405,be broadcast
5406,be centre
5407,[ be ] identical ancestor [ of ]
5408,continue produce
5409,would be overhear
5410,have purloin
5411,would not reach
5412,would be purloin
5413,would be use
5414,be expect
5415,be attempt to borrow
5416,be attempt
5417,be persuade
5418,' m sincerely
5419,be address
5420,would be replace
5421,would disappear
5422,[ be ] conservative mp for
5423,spoof
5424,could take over
5425,be kill off
5426,vanish
5427,to deny
5428,be oblige
5429,be dramatically
5430,would characterise
5431,in reject
5432,to bunter
5433,would be bring
5434,[ be ] captain [ of ]
5435,be give as
5436,after be wrongfully accuse
5437,rise up
5438,be not help
5439,be constantly thud
5440,be initiate
5441,be set out
5442,echo
5443,divide equally
5444,be keenly solicit
5445,[ be ] study mate [ of ]
5446,except
5447,be perpetually complain
5448,appear only briefly
5449,to conceal
5450,be soften
5451,boast of live
5452,have see
5453,[ be ] editor of
5454,[ be ] the original editor of
5455,have suffer
5456,be peculiarly
5457,to linger
5458,have of repay
5459,be otherwise
5460,would never dream of deliberately steal
5461,would never dream
5462,to attempt
5463,to drop
5464,dismayed
5465,would never be
5466,to believe
5467,master
5468,generally use opportunistically to get
5469,generally use opportunistically to make
5470,generally use opportunistically
5471,begin to use
5472,so continue
5473,be publish from
5474,surprising
5475,[ be ] niece [ of ]
5476,to spoil
5477,assume the identity of mr whiffles by steal
5478,[ be ] the proprietor of
5479,mistake
5480,manage to obtain
5481,pass off
5482,be highly regard
5483,to employ
5484,have be force
5485,to display
5486,flee before receive
5487,be introduce thus
5488,even include
5489,consistently emphasise
5490,be not regard
5491,only refer
5492,heavily use
5493,reportedly treat
5494,revolt as late
5495,bring relic to foster
5496,lay an emphasis write
5497,be make as late
5498,try to correct
5499,to be preach
5500,both declare
5501,be evangelise largely
5502,be martyr around
5503,[ be ] female first name [ from ]
5504,have marginalise
5505,be somewhere
5506,may be interpret
5507,have last
5508,conquer
5509,be as much
5510,begin to emerge
5511,[ be ] archbishop of
5512,to evangelise
5513,be convert
5514,be evangelise extensively
5515,[ be ] first bishop [ of ]
5516,be complete
5517,as push
5518,as settle
5519,[ be ] semi - legendary hero [ from ]
5520,raid
5521,be easily defeat
5522,to settle
5523,be negotiate
5524,join up
5525,from cross
5526,plunder
5527,can not be compare
5528,be decisively conquer
5529,deport
5530,be closely relate
5531,to connect
5532,use disparagingly
5533,occupy south
5534,reach as far
5535,to have become
5536,be apply
5537,migrate
5538,be supposedly derive
5539,have be mostly
5540,be not derive
5541,be affect
5542,can be trace
5543,do not explain
5544,evoke otherwise
5545,push
5546,can be interpret
5547,do not exist
5548,excavate
5549,instead resemble
5550,be bury at
5551,be bury
5552,manipulate vortigern pave
5553,manipulate vortigern into grant
5554,be mention in
5555,be suppress
5556,be ally
5557,promise to convert
5558,be distract
5559,officially recognise
5560,strongly influence
5561,can be glean
5562,be attest
5563,have be reduce
5564,have be harass the eastern and southern shore of britannia prompt
5565,have be harass
5566,have be permit
5567,[ be ] a rival emperor in
5568,have be interpret
5569,[ be ] a source of
5570,have be refer
5571,be divide in
5572,refuse to follow
5573,aethel
5574,be latinise
5575,be presume
5576,be slaughter
5577,[ be ] historian [ from ]
5578,disagree with gildas state
5579,sawzneck
5580,to refer collectively
5581,mixed
5582,may have derive
5583,emerge as bretwalda unify
5584,be represent separately
5585,can be display
5586,may investigate
5587,[ be ] a captain in
5588,to jump
5589,be greatly outnumber
5590,can also be choose
5591,can not select
5592,mostly receive
5593,give -PRON- praise
5594,to avoid alert
5595,can change
5596,be knock
5597,can be alert
5598,to select
5599,can also be store
5600,can be store in
5601,must be move to
5602,must be move
5603,race
5604,recruit -PRON- to drive
5605,race for the factory maserati team show
5606,line
5607,to race
5608,be commit
5609,swerve
5610,instal
5611,elect to race
5612,be crush
5613,step
5614,[ be ] official [ of ]
5615,begin drive
5616,excel
5617,cut to fulfil
5618,take up
5619,to have harness
5620,also get
5621,try to persuade
5622,[ be ] general [ of ]
5623,win the circuito di garda before give
5624,be re - sign
5625,also drive
5626,co - drive
5627,crash heavily
5628,be lead dicing
5629,be badly injure
5630,[ be ] actor [ from ]
5631,win complete
5632,be back with
5633,[ be ] spare driver [ of ]
5634,be take over
5635,be back in
5636,have be drivern
5637,retire owe
5638,do not start
5639,collide with lehoux 's era cause
5640,be trail
5641,field
5642,only need
5643,hand over
5644,[ be ] big daddy vs
5645,wrestle
5646,[ be ] a fan of
5647,break up
5648,feud
5649,regularly work for the cwa in austria win
5650,regularly work
5651,regularly work for the cwa in germany win
5652,begin initially
5653,[ be ] wrestle star [ from ]
5654,should will take
5655,be manager for
5656,elect a board of director to oversee
5657,elect a chief executive to oversee
5658,to oversee
5659,after award
5660,be not directly involve
5661,want to build
5662,would not pursue any further title sponsorship deal for the premier league argue
5663,would not pursue
5664,sell individually lead
5665,sell individually
5666,generally receive
5667,be pay out
5668,be divide equally
5669,get as much
5670,have the total of
5671,to field
5672,have total club revenue of
5673,have net profit in excess of £ 78 million exceed
5674,have net profit in
5675,have manage to distance
5676,have be relegate
5677,have [ number of ] the season
5678,have sale for
5679,have more
5680,have average attendance of
5681,have a total aggregate attendance figure of
5682,be reduce during
5683,be set during
5684,be beat in
5685,should represent
5686,clarify
5687,have be play in
5688,should be abolish
5689,"have a capacity of 75,957   with bloomfield road have"
5690,have the combined total capacity of
5691,automatically qualify
5692,place fifth
5693,will automatically qualify
5694,to break
5695,respond by announce
5696,have be purchase for
5697,have be purchase
5698,be award on
5699,be retain
5700,have raise
5701,pay a total of £ 5.136 billion to renew
5702,drape
5703,be vie
5704,have [ number of ] representative
5705,for elect
5706,will compete
5707,secure the domestic right to broadcast respectively
5708,have domestically of
5709,secure respectively
5710,have never be relegate
5711,be score in
5712,be score
5713,be relegate from
5714,have the third contract of
5715,should not be sell
5716,also hold
5717,have agree to jointly pay
5718,have a period of
5719,raise be give
5720,celebrate -PRON- second decade by hold
5721,to occupy
5722,give special dispensation for liverpool to enter the champions league giving
5723,would qualify
5724,could have
5725,finish sixth
5726,to win back
5727,to cope
